price,total,transaction_date,type,units_traded,timestamp,count
0,0,0,0,0,2023-05-09 00:00:00.343557,0
0,0,0,0,0,2023-05-09 00:00:02.345308,0
0,0,0,0,0,2023-05-09 00:00:03.346023,0
0,0,0,0,0,2023-05-09 00:00:04.346023,0
0,0,0,0,0,2023-05-09 00:00:05.346083,0
0,0,0,0,0,2023-05-09 00:00:06.346097,0
0,0,0,0,0,2023-05-09 00:00:07.346850,0
0,0,0,0,0,2023-05-09 00:00:08.347028,0
0,0,0,0,0,2023-05-09 00:00:09.347379,0
0,0,0,0,0,2023-05-09 00:00:11.348660,0
0,0,0,0,0,2023-05-09 00:00:12.348755,0
0,0,0,0,0,2023-05-09 00:00:13.349670,0
0,0,0,0,0,2023-05-09 00:00:14.349830,0
0,0,0,0,0,2023-05-09 00:00:15.350636,0
0,0,0,0,0,2023-05-09 00:00:17.351858,0
0,0,0,0,0,2023-05-09 00:00:19.352194,0
0,0,0,0,0,2023-05-09 00:00:20.352380,0
0,0,0,0,0,2023-05-09 00:00:21.352682,0
0,0,0,0,0,2023-05-09 00:00:22.352889,0
0,0,0,0,0,2023-05-09 00:00:23.352912,0
0,0,0,0,0,2023-05-09 00:00:24.353815,0
0,0,0,0,0,2023-05-09 00:00:25.354425,0
0,0,0,0,0,2023-05-09 00:00:26.355406,0
0,0,0,0,0,2023-05-09 00:00:27.356338,0
0,0,0,0,0,2023-05-09 00:00:29.356669,0
0,0,0,0,0,2023-05-09 00:00:30.357648,0
0,0,0,0,0,2023-05-09 00:00:31.358646,0
0,0,0,0,0,2023-05-09 00:00:32.358734,0
0,0,0,0,0,2023-05-09 00:00:33.358740,0
0,0,0,0,0,2023-05-09 00:00:34.358880,0
0,0,0,0,0,2023-05-09 00:00:35.359139,0
0,0,0,0,0,2023-05-09 00:00:36.359436,0
0,0,0,0,0,2023-05-09 00:00:37.360439,0
0,0,0,0,0,2023-05-09 00:00:38.360879,0
0,0,0,0,0,2023-05-09 00:00:41.361155,0
0,0,0,0,0,2023-05-09 00:00:42.362152,0
0,0,0,0,0,2023-05-09 00:00:44.363733,0
0,0,0,0,0,2023-05-09 00:00:45.364006,0
0,0,0,0,0,2023-05-09 00:00:46.364602,0
0,0,0,0,0,2023-05-09 00:00:48.366260,0
0,0,0,0,0,2023-05-09 00:00:49.366741,0
0,0,0,0,0,2023-05-09 00:00:51.368393,0
0,0,0,0,0,2023-05-09 00:00:52.369250,0
0,0,0,0,0,2023-05-09 00:00:53.369639,0
0,0,0,0,0,2023-05-09 00:00:55.370074,0
0,0,0,0,0,2023-05-09 00:00:56.370282,0
0,0,0,0,0,2023-05-09 00:00:57.370878,0
0,0,0,0,0,2023-05-09 00:00:58.371092,0
0,0,0,0,0,2023-05-09 00:00:59.371617,0
0,0,0,0,0,2023-05-09 00:01:00.371752,0
0,0,0,0,0,2023-05-09 00:01:01.371777,0
0,0,0,0,0,2023-05-09 00:01:02.371784,0
0,0,0,0,0,2023-05-09 00:01:03.371937,0
0,0,0,0,0,2023-05-09 00:01:04.372530,0
0,0,0,0,0,2023-05-09 00:01:05.372533,0
0,0,0,0,0,2023-05-09 00:01:06.372611,0
0,0,0,0,0,2023-05-09 00:01:07.372734,0
0,0,0,0,0,2023-05-09 00:01:09.372951,0
0,0,0,0,0,2023-05-09 00:01:10.372951,0
0,0,0,0,0,2023-05-09 00:01:11.373650,0
0,0,0,0,0,2023-05-09 00:01:13.374148,0
0,0,0,0,0,2023-05-09 00:01:14.374319,0
0,0,0,0,0,2023-05-09 00:01:17.375822,0
0,0,0,0,0,2023-05-09 00:01:20.377804,0
0,0,0,0,0,2023-05-09 00:01:21.378378,0
0,0,0,0,0,2023-05-09 00:01:22.378991,0
0,0,0,0,0,2023-05-09 00:01:24.380423,0
0,0,0,0,0,2023-05-09 00:01:25.380655,0
0,0,0,0,0,2023-05-09 00:01:28.382260,0
0,0,0,0,0,2023-05-09 00:01:29.382910,0
0,0,0,0,0,2023-05-09 00:01:31.383570,0
0,0,0,0,0,2023-05-09 00:01:34.385892,0
0,0,0,0,0,2023-05-09 00:01:35.385898,0
0,0,0,0,0,2023-05-09 00:01:36.386332,0
0,0,0,0,0,2023-05-09 00:01:37.387251,0
0,0,0,0,0,2023-05-09 00:01:38.387710,0
0,0,0,0,0,2023-05-09 00:01:39.388205,0
0,0,0,0,0,2023-05-09 00:01:40.388859,0
0,0,0,0,0,2023-05-09 00:01:41.389367,0
0,0,0,0,0,2023-05-09 00:01:44.390763,0
0,0,0,0,0,2023-05-09 00:01:45.391500,0
0,0,0,0,0,2023-05-09 00:01:47.392048,0
0,0,0,0,0,2023-05-09 00:01:49.393077,0
0,0,0,0,0,2023-05-09 00:01:50.393587,0
0,0,0,0,0,2023-05-09 00:01:51.394011,0
0,0,0,0,0,2023-05-09 00:01:53.394863,0
0,0,0,0,0,2023-05-09 00:01:54.394867,0
0,0,0,0,0,2023-05-09 00:01:55.395519,0
0,0,0,0,0,2023-05-09 00:01:56.395872,0
0,0,0,0,0,2023-05-09 00:01:57.396674,0
0,0,0,0,0,2023-05-09 00:01:58.397599,0
0,0,0,0,0,2023-05-09 00:01:59.397924,0
0,0,0,0,0,2023-05-09 00:02:01.399439,0
0,0,0,0,0,2023-05-09 00:02:03.399868,0
0,0,0,0,0,2023-05-09 00:02:05.400712,0
0,0,0,0,0,2023-05-09 00:02:06.400779,0
0,0,0,0,0,2023-05-09 00:02:07.401714,0
0,0,0,0,0,2023-05-09 00:02:08.401931,0
0,0,0,0,0,2023-05-09 00:02:09.402410,0
0,0,0,0,0,2023-05-09 00:02:10.402523,0
0,0,0,0,0,2023-05-09 00:02:12.403347,0
0,0,0,0,0,2023-05-09 00:02:13.403483,0
0,0,0,0,0,2023-05-09 00:02:15.404551,0
0,0,0,0,0,2023-05-09 00:02:17.404601,0
0,0,0,0,0,2023-05-09 00:02:19.405379,0
0,0,0,0,0,2023-05-09 00:02:20.405440,0
0,0,0,0,0,2023-05-09 00:02:21.405635,0
0,0,0,0,0,2023-05-09 00:02:24.407395,0
0,0,0,0,0,2023-05-09 00:02:25.408339,0
0,0,0,0,0,2023-05-09 00:02:26.408357,0
0,0,0,0,0,2023-05-09 00:02:28.408624,0
0,0,0,0,0,2023-05-09 00:02:31.410330,0
0,0,0,0,0,2023-05-09 00:02:32.411365,0
0,0,0,0,0,2023-05-09 00:02:33.411840,0
0,0,0,0,0,2023-05-09 00:02:34.411845,0
0,0,0,0,0,2023-05-09 00:02:35.412282,0
0,0,0,0,0,2023-05-09 00:02:36.413219,0
0,0,0,0,0,2023-05-09 00:02:37.413398,0
0,0,0,0,0,2023-05-09 00:02:38.413889,0
0,0,0,0,0,2023-05-09 00:02:39.414011,0
0,0,0,0,0,2023-05-09 00:02:40.414932,0
0,0,0,0,0,2023-05-09 00:02:41.415901,0
0,0,0,0,0,2023-05-09 00:02:42.416431,0
0,0,0,0,0,2023-05-09 00:02:43.416675,0
0,0,0,0,0,2023-05-09 00:02:44.416918,0
0,0,0,0,0,2023-05-09 00:02:45.417224,0
0,0,0,0,0,2023-05-09 00:02:46.418229,0
0,0,0,0,0,2023-05-09 00:02:47.419138,0
0,0,0,0,0,2023-05-09 00:02:48.419293,0
0,0,0,0,0,2023-05-09 00:02:49.419888,0
0,0,0,0,0,2023-05-09 00:02:50.420806,0
0,0,0,0,0,2023-05-09 00:02:51.421763,0
0,0,0,0,0,2023-05-09 00:02:52.421793,0
0,0,0,0,0,2023-05-09 00:02:53.422790,0
0,0,0,0,0,2023-05-09 00:02:54.423787,0
0,0,0,0,0,2023-05-09 00:02:55.423787,0
0,0,0,0,0,2023-05-09 00:02:56.423787,0
0,0,0,0,0,2023-05-09 00:02:57.423948,0
0,0,0,0,0,2023-05-09 00:02:58.424922,0
0,0,0,0,0,2023-05-09 00:03:00.425937,0
0,0,0,0,0,2023-05-09 00:03:01.426547,0
0,0,0,0,0,2023-05-09 00:03:02.426812,0
0,0,0,0,0,2023-05-09 00:03:03.427382,0
0,0,0,0,0,2023-05-09 00:03:04.427668,0
0,0,0,0,0,2023-05-09 00:03:05.428115,0
0,0,0,0,0,2023-05-09 00:03:06.428632,0
0,0,0,0,0,2023-05-09 00:03:07.429553,0
0,0,0,0,0,2023-05-09 00:03:08.430250,0
0,0,0,0,0,2023-05-09 00:03:09.431348,0
0,0,0,0,0,2023-05-09 00:03:10.431471,0
0,0,0,0,0,2023-05-09 00:03:11.432460,0
0,0,0,0,0,2023-05-09 00:03:12.432737,0
0,0,0,0,0,2023-05-09 00:03:13.433739,0
0,0,0,0,0,2023-05-09 00:03:14.434659,0
0,0,0,0,0,2023-05-09 00:03:15.435237,0
0,0,0,0,0,2023-05-09 00:03:16.435523,0
0,0,0,0,0,2023-05-09 00:03:17.435599,0
0,0,0,0,0,2023-05-09 00:03:18.436517,0
0,0,0,0,0,2023-05-09 00:03:19.436714,0
0,0,0,0,0,2023-05-09 00:03:20.437628,0
0,0,0,0,0,2023-05-09 00:03:21.437713,0
0,0,0,0,0,2023-05-09 00:03:22.438230,0
0,0,0,0,0,2023-05-09 00:03:23.438774,0
0,0,0,0,0,2023-05-09 00:03:24.439697,0
0,0,0,0,0,2023-05-09 00:03:25.440333,0
0,0,0,0,0,2023-05-09 00:03:26.440340,0
0,0,0,0,0,2023-05-09 00:03:27.441325,0
0,0,0,0,0,2023-05-09 00:03:28.441979,0
0,0,0,0,0,2023-05-09 00:03:29.441979,0
0,0,0,0,0,2023-05-09 00:03:30.441981,0
0,0,0,0,0,2023-05-09 00:03:31.442228,0
0,0,0,0,0,2023-05-09 00:03:35.443510,0
0,0,0,0,0,2023-05-09 00:03:48.450810,0
